accel_mag_mean,accel_mag_max,accel_mag_std,jerk_mean,jerk_max,jerk_x_max,jerk_y_max,jerk_z_max,gyro_mag_mean,gyro_mag_max,zero_crossing_rate,fft_energy,fft_energy_low,fft_energy_mid,fft_energy_high,sma,tilt_angle,entropy,accel_skew,accel_kurtosis,accel_max_mean_ratio,ActivityLabel,source,subject
0.9431593922063557,0.9543834301810918,0.004550130285969303,-0.0013086090619102546,0.5394216914888839,0.49780594784112236,0.5739521959976734,0.904542261204791,4.12462680211475,14.653640875982507,0.32,0.002029795449032106,0.04363326379813325,0.02396680624818492,0.03591949785431922,1.169729129805935,13.256485081720616,-2530.929261496048,0.16482467341219043,0.40346986240227123,1.0119004570685288,0,SisFall,SA08
0.9443676560142794,0.9795092263420702,0.006698257073418671,0.0040665493368700865,1.2248099356877429,1.252264581665198,1.1551221843061676,1.5868076240824784,6.264683196846461,37.57606112451035,0.36,0.004398691638757279,0.053826723400823076,0.07553354465029564,0.09497300552550254,1.1718473609592763,13.658269722925061,-1215.479145273666,2.5788255477323596,10.591070494766399,1.0372117360562612,0,SisFall,SA08
0.9515414011204163,1.0527743673228465,0.024024510602708375,0.008899591160319164,2.511831664987879,4.381903120393332,2.183644961988962,2.7934477187145466,28.936554428455512,59.174758773507385,0.17,0.056586281063509436,1.5793045068395508,0.9817814276643669,0.32481439973506376,1.3276772789044862,14.294939036555697,-241.42748136217634,1.292254109320075,3.816386855843671,1.1063883873253932,0,SisFall,SA08
0.9717387984855034,1.0527743673228465,0.03192579226693936,0.02577467358734647,2.511831664987879,4.381903120393332,2.8971463372289015,3.0602150312476306,36.900117473796946,59.174758773507385,0.19,0.09993086169084218,3.08503713404427,1.272241481619296,0.7391953305693856,1.3716429683879603,8.57567265402557,-197.09742740755024,0.07935003617496049,-0.10981793817738073,1.0833923253138777,0,SisFall,SA08
0.9869032058748103,1.0371708067785006,0.020100695317234553,0.0200710063171818,2.3143042003889334,2.398108771387225,2.936101561220602,3.0602150312476306,19.970818862666626,39.441108794976984,0.27,0.03961513440750593,0.7800587299976859,0.5973122415332708,0.6430008832518457,1.3049902989397517,9.532186404072972,-402.4856041155991,0.2311083779031108,-0.24683822013163903,1.05093467129817,0,SisFall,SA08
0.9923265526695295,1.0203155998482238,0.012427737330811654,0.008934949955156804,1.1978891247437229,1.586213165635969,2.936101561220602,2.7454482879077866,9.524887784317933,27.954323156303037,0.25,0.015143658636121821,0.20194196770921274,0.23425490407907648,0.33612971865392377,1.3270606890952135,15.940124338057727,-742.1968734511095,-0.551338505564149,-0.04836979438555167,1.028205470085774,0,SisFall,SA08
0.9969184802638105,1.0160516461645919,0.00659587406399505,-0.005134351615102147,1.1748040182622987,1.516578884067471,0.9506222080833605,0.7405006065665881,3.76987858769071,11.535263559397972,0.25,0.0042654373601972275,0.03074885608620424,0.14108114858699813,0.045707300696856266,1.3268058079408087,17.341772828223487,-1093.6231549879838,-1.7740431435660233,8.260359163879532,1.019192297151313,0,SisFall,SA08
0.9940496152275107,1.0490139322893723,0.011474774978066603,-0.010535811570461125,1.1623419411048386,2.1472151585786747,5.616670225800468,2.0534443219409253,6.795641142236089,52.87919063614902,0.17,0.012910190461521892,0.19189377596780913,0.3253913035812074,0.14113463398860004,1.3504303194523624,19.02278128266964,-559.4425839832585,0.9139420905865794,5.188475401836939,1.0552933230564638,0,SisFall,SA08
0.9908679137291752,1.0490139322893723,0.017820649173085373,-0.011379469049851855,1.715757422518499,2.1472151585786747,5.616670225800468,2.5793928039773566,17.748173083311762,52.87919063614902,0.23,0.03113678963039041,0.6166339398973516,0.5913040108654942,0.3800383203870653,1.3562266848081805,15.990385455378457,-394.2415431710542,0.37218329899515695,0.7872390750370082,1.0586818961112012,0,SisFall,SA08
0.974525155246849,1.0407349839677809,0.02496458580344289,-0.013889281905988404,2.1949199781234885,2.1473538393699085,2.6543412079446713,2.5793928039773566,31.077299832281437,48.50798399987855,0.11,0.0611018921984164,1.8688686378548334,0.5803527241155361,0.6669751401488674,1.4095557817521478,11.380288238433788,-258.60006557656266,0.008725868932314142,-0.20875681241824262,1.0679405941294093,0,SisFall,SA08
